title,price,status,brand,shortDescription,processorBrand,processorModel,displaySize,ram,ramType,storageCapacity
"Microsoft Surface Laptop 5 Core i5 12th Gen 8GB RAM 512GB SSD 13.5"" QHD Multi-Touch Laptop (R1S-00062)",To be announced,Out Of Stock,Microsoft,"['MPN: R1S-00062', 'Model: Surface Laptop 5', 'Processor: Intel Core i5-1235U (12M Cache, 1.30 GHz, up to 4.40 GHz)', 'RAM: 8GB LPDDR5X, Storage: 512GB SSD', 'Display: 13.5"" PixelSense Multi-Touch', 'Features: Ambient light sensor, Type-C']",Intel,Core i5-1235U,13.5 Inch,1x 8GB Non-Removable,LPDDR5X,512GB
"Lenovo LOQ 15APH8 Ryzen 7 7840HS RTX 3050 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 82XT00A0LK', 'Model: LOQ 15APH8', 'Processor: Ryzen 7 7840HS (3.8GHz Up to 5.1GHz, 8 Cores, 16 Threads)', 'RAM: 16GB 5600MHz; Storage: 512GB SSD', 'Graphics: NVIDIA GeForce RTX 3050 6GB', 'Features: Backlit Keyboard, 144Hz Display, Type-C']",AMD,Ryzen 7 7840HS,"15.6""",16GB,DDR5,512GB
"MSI Katana GF66 12UC Core i7 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",To be announced,Out Of Stock,MSI,"['MPN: 12UC-013BD-BB71270H8GXXDX11EMH', 'Model: Katana GF66 12UC', 'Processor: Intel Core i7-12700H (24M Cache, 3.50 GHz up to 4.70 GHz)', 'RAM: 8GB DDR4 3200MHz Storage: 512GB SSD', 'Graphics: Nvidia RTX 3050 4GB GDDR6', 'Features: Backlit keyboard, Type-C']",Intel,Core i7-12700H,15.6 Inch,8GB,DDR4,512GB
"Microsoft Surface Pro 8 Core i5 11th Gen 8GB RAM 256GB SSD 13"" MultiTouch 2-in-1 Detachable Laptop With Keyboard (IUS-00001)",To be announced,Out Of Stock,Microsoft,"['MPN: IUS-00001', 'Model: Surface Pro 8', 'Processor: Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)', 'RAM: 8GB LPDDR4x Storage: 256GB SSD', 'Display: 13"" Multitouch, 120Hz Refresh Rate', 'Features: Type-C, Dolby Vision']",Intel,Core i5-1135G7,13 Inch,8GB,LPDDR4x,256GB
"Microsoft Surface Pro 9 Core i5 12th Gen 8GB RAM 512GB SSD 13"" Multi-Touch Laptop for Business (QHB-00017)",To be announced,Out Of Stock,Microsoft,"['MPN: QHB-00017', 'Model: Surface Pro 9', 'Processor: Intel Core i5-1245U (12M Cache, up to 4.40 GHz)', 'RAM: 8GB LPDDR5, Storage: 512GB SSD', 'Display:13"" (2880 x 1920) PixelSense Flow MultiTouch', 'Features: Thunderbolt 4']",Intel,Core i5-1245U,13 Inch,8GB,LPDDR5,512GB
"Lenovo Yoga 7 14ARP8 AMD Ryzen 7 7735U 14"" OLED 2.8K Touch Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 82YM006YLK', 'Model: Yoga 7 14ARP8', 'Processor: AMD Ryzen 7 7735U (8-core, 16MB cache, 2.7 GHz up to 4.75GHz)', 'RAM: 16GB LPDDR5, Storage: 512GB SSD', 'Display: 14"" 2.8K (2880x1800) OLED Touch', 'Features: Backlit Keyboard, Type-C']",AMD,AMD Ryzen 7 7735U,"14""",16GB,LPDDR4x,512GB
"Microsoft Surface Laptop 5 Core i5 12th Gen 16GB RAM 256GB SSD 13.5"" QHD Multi-Touch Laptop (R7B-00001)",To be announced,Out Of Stock,Microsoft,"['MPN: R7B-00001', 'Model: Surface Laptop 5', 'Processor: Intel Core i5-1245U (12M Cache, Up to 4.40 GHz)', 'RAM: 16GB LPDDR5X, Storage: 256GB SSD', 'Display: 13.5"" PixelSense Multi-Touch', 'Features: Ambient light sensor, Type-C']",Intel,Core i5-1245U,13.5 Inch,1x 16GB Non-Removable,LPDDR5X,256GB
"ASUS Zenbook S 13 OLED UM5302TA-LX168W Ryzen 7 6800U 13.3"" 2.8K Touch Laptop",To be announced,Out Of Stock,Asus,"['MPN: 90NB0WA1-M008B0', 'Model: Zenbook S 13 OLED UM5302TA-LX168W', 'Processor: AMD Ryzen 7 6800U (16MB cache, 2.7GHz up to 4.7 GHz)', 'RAM: 16GB LPDDR5 on board, Storage: 1TB SSD', 'Display: 13.3"" 2.8K OLED 0.2ms Touchscreen', 'Features: Backlit Keyboard, Fingerprint']",AMD,Ryzen 7 6800U,13.3-inch,16GB (on board),LPDDR5,1TB
"ASUS TUF Gaming F15 FX506HC Core i7 11th Gen RTX 3050 4GB Graphics 15.6"" Gaming Laptop with Windows 11",To be announced,Out Of Stock,Asus,"['MPN: HN387W', 'Model: TUF Gaming F15 FX506HCB', 'Processor: Intel Core i7-11800H (24M Cache, 2.30 GHz up to 4.60 GHz)', 'RAM: 16GB DDR4 3200Mhz, Storage: 512GB SSD', 'Graphics: RTX 3050 4GB GDDR6', 'Features: Backlit Keyboard, Type-C']",Intel,Core i7-11800H,15.6 Inch,16GB (8GBX2),DDR4,512GB
"Acer Nitro 5 AN515-58-79MU Core i7 12th Gen RTX 3050Ti 4GB Graphics 15.6"" FHD 144Hz Gaming Laptop",To be announced,Out Of Stock,Acer,"['MPN: NH.QFKSI.001', 'Model: Nitro 5 AN515-58-79MU', 'Processor: Intel Core i7-12700H (24M Cache, 3.50 GHz up to 4.70 GHz)', 'RAM: 16GB DDR4, Storage: 1TB HDD + 512GB SSD', 'Graphics: GeForce RTX 3050Ti 4GB', 'Features: Backlit Keyboard, Type-C']",Intel,Core i7-12700H,15.6 Inch,16GB,DDR4,1TB HDD + 512GB SSD
"Microsoft Surface Laptop 5 Core i5 12th Gen 16GB RAM 512GB SSD 13.5"" QHD Multi-Touch Laptop (R8N-00001)",To be announced,Out Of Stock,Microsoft,"['MPN: R8N-00001', 'Model: Surface Laptop 5', 'Processor: Intel Core i5-1235U (12M Cache, 1.30 GHz, up to 4.40 GHz)', 'RAM: 16GB LPDDR5X, Storage: 512GB SSD', 'Display: 13.5"" PixelSense Multi-Touch', 'Features: Ambient light sensor, Type-C']",Intel,Core i5-1235U,13.5 Inch,1 x 16GB Non-Removable,LPDDR5X,512GB
"Samsung Galaxy Book2 Business Core i7 12th Gen 14"" FHD Laptop",To be announced,Out Of Stock,Samsung,"['MPN: NP641BED-KA2UK', 'Model: Galaxy Book2 Business', 'Processor: Intel Core i7-1260P (18M Cache, 2.1 GHz up to 4.7 GHz)', 'RAM: 16GB DDR4, Storage: 512GB SSD', 'Display: 14"" FHD (1920 x 1080) LED', 'Features: Backlit keyboard, Finger Print, Type-C']",Intel,Core i7-1260P,"14""",16GB,DDR4,512GB
"Asus TUF Gaming F15 FX507ZC Core i7 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",To be announced,Out Of Stock,Asus,"['MPN: FX507ZC-HF087W', 'Model: TUF Gaming F15 FX507ZC', 'Processor: Intel Core i7-12700H (24M Cache, 3.50 GHz up to 4.70 GHz)', 'RAM: 8GB DDR5 4800MHz, Storage: 512GB SSD', 'Graphics: RTX 3050 4GB GDDR6', 'Features: Backlit Keyboard, Type-C']",Intel,Core i7 12700H,15.6 Inch,8GB,DDR5,512GB
"Microsoft Surface Pro 9 Core i7 12th Gen 16GB RAM 256GB SSD 13"" Multi-Touch Laptop (QIL-00018)",To be announced,Out Of Stock,Microsoft,"['MPN: QIL-00018', 'Model: Surface Pro 9', 'Processor: Intel Core i7-1255U (12M Cache, 3.50 GHz, up to 4.70 GHz)', 'RAM: 16GB LPDDR5, Storage: 256GB SSD', 'Display:13"" (2880 x 1920) PixelSense Flow MultiTouch', 'Features: 120 Hz Refresh Rate, Wi-Fi 6E (802.11ax)']",Intel,Core i7-1255U,13 Inch,16GB,LPDDR5,256GB
"Asus Vivobook Pro 16X OLED N7600PC Core i7 11th Gen RTX3050 4GB Graphics 16"" 4K Gaming Laptop",To be announced,Out Of Stock,Asus,"['MPN: L2079', 'Model: Vivobook Pro 16X OLED N7600PC', 'Processor: Intel Core i7-11370H (12M Cache, 3.3 GHz up to 4.8 GHz, 4 cores)', 'RAM: 16GB DDR4 Storage: 512GB M.2 SSD', 'Graphics: NVIDIA GeForc RTX 3050 4GB', 'Features: Backlit Keyboard, Fingerprint, Type-C']",Intel,Core i7-11370H,16.0 Inch,16GB (On Board),DDR4,512GB
"MSI Katana 15 B13VFK Core i7 13th Gen RTX 4060 8GB Graphics 15.6"" FHD Gaming Laptop",To be announced,Out Of Stock,MSI,"['Model: Katana 15 B13VFK', 'Processor: Intel Core i7-13620H (24M Cache, 3.6 GHz up to 4.9 GHz)', 'Ram: 16GB DDR5, Storage: 1TB', 'Display: 15.6 Inch, FHD (1920*1080)', 'Graphics: NVIDIA GeForce RTX 4060 8GB GDDR6']",Intel,Core i7-13620H,15.6 inch,16GB (8GBx2),DDR5,1TB
"Dell XPS 13 9310 Core i5 11th Gen 512GB SSD 13.4"" Full HD Laptop",To be announced,Out Of Stock,Dell,"['Model: XPS 13 9310', 'Processor: Intel Core i5-1155G7 (8M Cache, 2.50 GHz up to 4.50 GHz)', 'RAM: 8GB LPDDR4x , Storage: 512GB NVMe SSD', 'Display: 13.4"" FHD+ (1920 x 1200)', 'Features: Backlit Keyboard, Type-C']",Intel,Core i5-1155G7,13.4 Inch,8GB,LPDDR4x,512GB
"MSI Katana GF66 12UD Core i7 12th Gen RTX 3050 Ti 4GB Graphics 15.6"" FHD Gaming Laptop",To be announced,Out Of Stock,MSI,"['MPN: 12UD-012BD-BB71270H16GXXDX11EMH', 'Model: Katana GF66 12UD', 'Processor: Intel Core i7-12700H (24M Cache, 3.50 GHz up to 4.70 GHz)', 'RAM: 16GB DDR4 3200MHz Storage: 512GB SSD', 'Graphics: Nvidia RTX 3050 Ti 4GB GDDR6', 'Features: Backlit keyboard, Type-C']",Intel,Core i7-12700H,15.6 Inch,16GB (8GB x 2),DDR4,512GB
"MSI Creator M16 A12UC Core i7 12th Gen RTX 3050 4GB Graphics 16"" QHD+ Laptop",To be announced,Out Of Stock,MSI,"['Model: Creator M16 A12UC', 'Processor: Intel Core i7-12700H (24M Cache, 3.50 GHz up to 4.70 GHz)', 'RAM: 16GB (8GBx2) DDR4, Storage: 512GB SSD', 'Graphics: RTX 3050 4GB GDDR6', 'Features: Backlit Keyboard, Type-C']",Intel,Core i7-12700H,16 inch,16GB (8GB x 2),DDR4,512GB
"Lenovo Yoga Slim 7i Pro Core i7 12th Gen MX550 2GB Graphics 14"" 2.8K Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 82UT002RIN', 'Model: Yoga Slim 7i Pro', 'Processor: Intel Core i7-12700H (24M Cache, 3.50 GHz up to 4.70 GHz)', 'RAM: 16GB DDR4 4266MHz, Storage: 512GB NVME PCIe', 'Graphics: NVIDIA GeForce MX550 2GB GDDR6', 'Features: Backlit Keyboard, Type-C']",Intel,Core i7-12700H,14 Inch,16GB,DDR5,512GB
"Microsoft Surface Pro 9 Core i7 12th Gen 16GB RAM 256GB SSD 13"" Multi-Touch Laptop for Business (QIM-00001)",To be announced,Out Of Stock,Microsoft,"['MPN: QIM-00001', 'Model: Surface Pro 9', 'Processor: Intel Core i7-1265U (10 Core, 12MB Cache, up to 4.80 GHz)', 'RAM: 16GB LPDDR5, Storage: 256GB SSD', 'Display:13"" (2880 x 1920) PixelSense Flow MultiTouch', 'Features: Thunderbolt 4']",Intel,Core i7 1265U,13 Inch,16GB,LPDDR5,256GB
"ASUS Vivobook Pro 15 OLED K6502ZE Core i7 RTX3050 Ti 4GB Graphics 15.6"" 3K Laptop",To be announced,Out Of Stock,Asus,"['MPN: K6502ZE-MA024W', 'Model: Vivobook Pro 15 OLED', 'Processor: Intel Core i7-12650H (24M Cache, 2.3 GHz up to 4.70 GHz)', 'RAM: 16GB DDR4, Storage: 512GB SSD', 'Graphics: RTX 3050 Ti 4GB GDDR6', 'Features: Backlit Keyboard, Fingerprint, Type-C']",Intel,Core i7-12650H,"15.6""",16GB,DDR4,512GB
"Lenovo Yoga Slim 7 Carbon 14ACN6 Ryzen 7 5800U MX450 2GB Graphics 14"" 2.8K OLED Display Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 82L0004PIN', 'Model: Yoga Slim 7 Carbon 14ACN6', 'Processor: AMD Ryzen 7 5800U (8-core, 16-thread, 1.9GHz up to 4.4GHz)', 'RAM: 16GB DDR4, Storage: 1TB M.2 NVMe SSD', 'Graphics: NVIDIA GeForce MX450 2GB', 'Features: OLED Display, Backlit Keyboard, Type-C']",Intel,Core i7-12650H,"15.6""",16GB,DDR4,512GB
"Asus TUF Dash F15 FX517ZE Core i7 12th Gen RTX 3050 4GB Graphics 15.6"" FHD WV Gaming Laptop",To be announced,Out Of Stock,Asus,"['MPN: FX517ZE-HF144W', 'Model: TUF Dash F15 FX517ZE', 'Processor: Intel Core i7-12650H (24M Cache, 2.3 Ghz up to 4.70 GHz)', 'RAM: 16GB DDR5 4800MHz, Storage: 512GB SSD', 'Graphics: Nvidia RTX 3050 Ti 4GB GDDR6', 'Features: Backlit Keyboard, Type-C']",Intel,Core i7-12650H,15.6 Inch,16GB (2 x 8GB),DDR5,512GB
"ASUS TUF Gaming F15 FX507VU4 Core i7 13th Gen RTX 4050 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop",To be announced,Out Of Stock,Asus,"['MPN: FX507VU4-LP077W', 'Model: TUF Gaming F15 FX507VU4', 'Processor: Intel Core i7-13700H (24M Cache, 2.40 GHz up to 5.00 GHz)', 'RAM: 8GB DDR4 3200MHz, Storage: 512GB SSD', 'Graphics: RTX 4050 6GB GDDR6', 'Features: 144Hz Display, Backlit Chiclet Keyboard RGB, Type-C']",Intel,Core i7-13700H,15.6 Inch,8GB,DDR4,512GB
"MSI Delta 15 A5EFK Ryzen 7 5800H RX 6700M 10GB Graphics 15.6"" FHD Gaming Laptop",To be announced,Out Of Stock,MSI,"['MPN: 085BD-GGAR758H16GXXDX11EMH', 'Model: Delta 15 A5EFK', 'Processor: Ryzen 7 5800H (3.2GHz Up to 4.4GHz, 8 Cores, 16 Threads)', 'RAM: 16GB (8GB x 2) 3200MHz DDR4 Storage: 512GB SSD', 'Graphics: AMD Radeon RX 6700M 10GB GDDR6', 'Features: Backlit keyboard, Type-C']",AMD,Ryzen 7 5800H,15.6 Inch,16GB (8GB x 2),DDR4,512GB
"Microsoft Surface Laptop 4 Core i7 11th Gen 16GB RAM 512GB SSD 15"" Multi Touch Display Laptop (5IM-00053)",To be announced,Out Of Stock,Microsoft,"['MPN: 5IM-00053', 'Model: Surface Laptop 4', 'Processor: Intel Core i7-1185G7 (12M Cache, 3.00 GHz up to 4.80 GHz)', 'RAM: 16MB LPDDR4x, Storage: 512GB SSD', 'Display: 15"" PixelSense (2256x1504) Multi-Touch', 'Features: Touch Display, Type-C']",Intel,Core i7-1185G7,15 Inch,16GB,LPDDR4x,512GB
"ASUS Zenbook S 13 Flip OLED UP5302ZA Core i7 12th Gen 13.3"" 3K Touch Laptop",To be announced,Out Of Stock,Asus,"['MPN: UP5302ZA-LX137W', 'Model: Zenbook S 13 OLED UP5302ZA', 'Processor: Intel Core i7-1260P (18M Cache, 2.1 GHz up to 4.7 GHz, 4P+8E cores)', 'RAM: 16GB LPDDR5 on board, Storage: 512GB SSD', 'Display: 13.3"" 3K (2880 x 1800) OLED 0.2ms Touchscreen', 'Features: Backlit Keyboard, Fingerprint, Type-C Charging']",Intel,Core i7-1260P,13.3-inch,16GB (on board),LPDDR5,512GB
"Lenovo YOGA Slim 7i Carbon Core i7 11th Gen 13.3"" Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 82EV008KIN', 'Model: YOGA Slim 7i Carbon', 'Processor: Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz)', 'RAM: 16GB DDR4 4266MHz Storage: 1TB SSD', 'Display: 13.3"" QHD (2560x1600) IPS', 'Features: Backlit Keyboard, Type-C']",Intel,Core i7-1165G7,13.3 Inch,16GB,DDR4,1TB SSD
"MSI Pulse 15 B13VFK Core i7 13th Gen RTX 4060 8GB Graphics 15.6"" FHD 360Hz Gaming Laptop",To be announced,Out Of Stock,MSI,"['Model: Pulse 15 B13VFK', 'Processor: Intel Core i7-13700H (24M Cache, 2.40 GHz up to 5.00 GHz)', 'RAM: 16GB DDR5, Storage: 1TB SSD', 'Graphics: NVIDIA GeForce RTX 4060 8GB GDDR6', 'Features: RGB Backlit Keyboard, Type-C, 360Hz Display']",Intel,Core i7-13700H,15.6 inch,16GB,DDR5,1TB
"Asus TUF Gaming A15 FA507XV Ryzen 9 7940HS RTX 4060 8GB Graphics 15.6"" WQHD Gaming Laptop","195,000৳",In Stock,Asus,"['MPN: FA507XV-HQ042W', 'Model: TUF Gaming A15 FA507XV', 'Processor: AMD Ryzen 9 7940HS (16M Cache, Up to 5.2GHz)', 'RAM: 8GB DDR5 4800MHz , Storage: 512GB SSD', 'Graphics: NVIDIA GeForce RTX 4060 8GB GDDR6', 'Features: Backlit Chiclet Keyboard 1-Zone RGB Keyboard']",AMD,Ryzen 9 7940HS,15.6-inch,8GB,DDR5,512GB
"ASUS Zenbook S 13 Flip OLED UP5302ZA-LX155W Core i7 12th Gen 13.3"" 2.8K Touch Laptop",To be announced,Out Of Stock,Asus,"['MPN: 90NB0VV1-M00620', 'Model: Zenbook S 13 OLED UP5302ZA-LX155W', 'Processor: Intel Core i7-1260P (18M Cache, 2.1 GHz up to 4.7 GHz, 4P+8E cores)', 'RAM: 16GB LPDDR5 on board, Storage: 512GB SSD', 'Display: 13.3"" 2.8K Flip OLED 0.2ms Touchscreen', 'Features: Backlit Keyboard, Fingerprint']",Intel,Core i7-1260P,13.3-inch,16GB (on board),LPDDR5,512GB
"GIGABYTE AERO 14 OLED Core i7 13th Gen RTX 4050 6GB Graphics 14"" QHD Gaming Laptop",To be announced,Out Of Stock,GIGABYTE,"['Model: AERO 14 OLED', 'Processor: Intel Core i7-13700H (24M Cache, 2.40 GHz up to 5.00 GHz)', 'RAM: 16GB DDR, Storage: 1TB SSD', 'Graphics: RTX 4050 6 GB GDDR6', 'Features: Backlight, 90Hz Refresh Rate, Type-C']",Intel,Intel Core i7-13700H,14 Inch,16 GB (Onboard),LPDDR5,1TB
"MSI Summit E16 Flip Evo A13MT Core i7 13th Gen 16GB RAM 16"" FHD+ 165Hz Touch Laptop",To be announced,Out Of Stock,MSI,"['Model: Summit E16 Flip Evo A13MT', 'Processor: Intel Core i7-1360P (18M Cache, 2.20 GHz up to 5.00 GHz)', 'RAM: 16GB LPDDR5, Storage: 1TB SSD', 'Display: 16"" FHD+ (1920x1200) 165Hz Touchscreen', 'Features: 360° Flip, Backlit Keyboard, Fingerprint']",Intel,Core i7-1360P,16 inch,16GB (Onboard),LPDDR5,1TB
"ASUS TUF Gaming A15 FA507ZC Core i7 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",To be announced,Out Of Stock,Asus,"['MPN: HF127W', 'Model: TUF Gaming A15 FA507ZC', 'Processor: Intel Core i7-12700H (24M Cache, 3.50 GHz up to 4.70 GHz)', 'RAM: 16GB DDR5, Storage: 512GB SSD', 'Graphics: RTX 3050 4GB GDDR6', 'Features: Backlit Keyboard, 300Hz Display, Type-C']",Intel,Core i7-12700H,15.6-inch,16GB (8GBx2),DDR5,512GB
"MSI Katana 15 B13VEK Core i7 13th Gen 16GB RAM RTX 4050 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop",To be announced,Out Of Stock,MSI,"['Model: Katana 15 B13VEK', 'Processor: Intel Core i7-13620H (24M Cache, 2.4 GHz up to 4.90 GHz)', 'RAM: 16GB (8x2) DDR5, Storage: 1TB SSD', 'Graphics: RTX 4050 6GB GDDR6', 'Features: RGB Backlit Keyboard, Type-C, 144Hz Display']",Intel,Core i7-13620H,15.6 inch,16GB (8GBx2),DDR5,1TB
"MSI Creator Z16 A11UET Core i7 11th Gen RTX 3060 Max-Q 6GB Graphics 16"" QHD Gaming Laptop",To be announced,Out Of Stock,MSI,"['MPN: 270BD-LG71180H16GXXDX10EMH', 'Model: Creator Z16 A11UET', 'Processor: Intel Core i7-11800H (24M Cache, 2.30 GHz up to 4.60 GHz)', 'RAM: 16GB (8GB x 2) DDR4 3200MHz Storage: 512GB SSD', 'Graphics: NVIDIA RTX 3060 Max-Q 6GB GDDR6', 'Features: Stereo Speakers']",Intel,Core i7-11800H,16 inch,16GB (8GB x 2),DDR4,512GB
"Lenovo YOGA Slim 7i Carbon Core i7 12th Gen 13.3"" 2.5K QHD Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 82U9004XIN', 'Model: YOGA Slim 7i Carbon', 'Processor: Intel Core i7-1260P (18M Cache, 2.1 GHz up to 4.7 GHz, 4P+8E cores)', 'RAM: 16GB DDR5 4800MHz, Storage: 1TB PCIe NVMe SSD', 'Display: 13.3"" QHD (2560x1600)', 'Features: Backlit Keyboard, Type-C']",Intel,Core i7 1260P,13.3 Inch,16GB,DDR5,1TB SSD
"MSI Katana 17 B13VEK Core i7 13th Gen 16GB RAM RTX 4050 6GB Graphics 17.3"" FHD 144Hz Gaming Laptop",To be announced,Out Of Stock,MSI,"['Model: Katana 17 B13VEK', 'Processor: Intel Core i7-13620H (24M Cache, 2.4 GHz up to 4.90 GHz)', 'RAM: 16GB (8x2) DDR5, Storage: 1TB SSD', 'Graphics: RTX 4050 6GB GDDR6', 'Features: RGB Backlit Keyboard, Type-C']",Intel,Core i7-13620H,17.3 inch,16GB (8GBx2),DDR5,1TB
Apple MacBook Air (2023) Apple M2 Chip 15-Inch Liquid Retina Display 8GB RAM 512GB SSD Silver #MQKT3LL/A,To be announced,Out Of Stock,Apple,"['MPN: #MQKT3LL/A', 'Model: MacBook Air 15-Inch', 'Processor: Apple M2 chip, 8-core CPU with 4 performance cores and 4 efficiency cores', 'RAM: 8GB, Storage: 512GB SSD', 'Display: 15.3"" Liquid Retina display (2880 x 1864)', 'Features: Backlit Magic Keyboard and the Touch ID']",Apple,M2 chip,15.3-inch,8GB,Unified memory,512GB
"GIGABYTE AERO 16 OLED Core i7 13th Gen RTX 4050 6GB Graphics 16"" 4K Gaming Laptop",To be announced,Out Of Stock,GIGABYTE,"['Model: AERO 16 OLED', 'Processor: Intel Core i7-13700H (24M Cache, 2.40 GHz up to 5.00 GHz)', 'RAM: 16GB DDR, Storage: 1TB SSD', 'Graphics: RTX 4050 6 GB GDDR6', 'Features: Backlight, HD Webcam, Type-C']",Intel,Intel Core i7-13700H,16 Inch,16 GB (Onboard),LPDDR5,1TB
"MSI Pulse GL66 12UEK Core i7 12th Gen RTX 3060 6GB Graphics 15.6"" FHD Gaming Laptop",To be announced,Out Of Stock,MSI,"['Model: Pulse GL66 12UEK', 'Processor: Intel Core i7-12700H (24M Cache, 3.50 GHz up to 4.70 GHz)', 'RAM: 16GB (8GBx2) DDR4, Storage: 1TB NVMe SSD', 'Graphics: RTX 3060 6GB GDDR6', 'Features: Backlight Keyboard, Type-C']",Intel,Core i7-12700H,15.6 Inch,16GB (8GBx2),DDR4,1TB
"Asus ROG Strix G16 G614JU Core i7 13th Gen RTX 4050 6GB Graphics 16"" FHD+ Gaming Laptop",To be announced,Out Of Stock,Asus,"['MPN: G614JU-N3237W', 'Model: ROG Strix G16 G614JU', 'Processor: Intel Core i7-13650HX (24M Cache, 2.60 GHz up to 4.90 GHz)', 'RAM: 16GB DDR5, Storage: 1TB SSD', 'Graphics: GTX 4050 6GB GDDR6', 'Features: 165Hz Display, Backlit Chiclet Keyboard']",Intel,Core i7-13650HX,16-inch,16GB,DDR5,1TB
"Microsoft Surface Pro 9 Core i7 12th Gen 16GB RAM 512GB SSD 13"" Multi-Touch Laptop (QIX-00018)",To be announced,Out Of Stock,Microsoft,"['MPN: QIX-00018', 'Model: Surface Pro 9', 'Processor: Intel Core i7-1255U (12M Cache, 3.50 GHz, up to 4.70 GHz)', 'RAM: 16GB LPDDR5, Storage: 512GB SSD', 'Display:13"" (2880 x 1920) PixelSense Flow MultiTouch', 'Features: Touch, 120 Hz, Type-C']",Intel,Core i7-1255U,13 Inch,16GB,LPDDR5,512GB
"Acer Nitro 5 AN515-58-74EF Core i7 12th Gen RTX 3060 6GB Graphics 15.6"" QHD 165Hz Gaming Laptop",To be announced,Out Of Stock,Acer,"['MPN: NH.QHYSI.001', 'Model: Nitro 5 AN515-58-74EF', 'Processor: Intel Core i7-12700H (24M Cache, 3.50 GHz up to 4.70 GHz)', 'RAM: 16GB DDR4, Storage: 1TB SSD', 'Graphics: GeForce RTX 3060 6GB', 'Features: Backlit Keyboard, Type-C']",Intel,Core i7-12700H,15.6 Inch,16GB,DDR4,1 TB
"MSI Vector GP66 12UE Core i7 12th Gen RTX 3060 6GB Graphics 15.6"" FHD Gaming Laptop",To be announced,Out Of Stock,MSI,"['Model: Vector GP66 12UE', 'Processor: Intel Core i7-12700H (24M Cache, 3.50 GHz up to 4.70 GHz)', 'RAM: 16GB (8GBx2) DDR4 , Storage: 1TB NVMe SSD', 'Graphics: RTX 3060 6GB GDDR6', 'Features: RGB gaming keyboard, Type-C']",Intel,Core i7-12700H,15.6 Inch,16GB (8GBx2),DDR4,1TB
"Dell XPS 13 9315 Intel Core i7 12th Gen 13.4"" FHD Touch Laptop",To be announced,Out Of Stock,Dell,"['MPN: PORTOFINOADL23011002M2C', 'Model: XPS 13 9315', 'Processor: Intel Core i7-1250U 1.1 GHz (12M Cache, up to 4.7 GHz)', 'RAM: 16GB LPDDR5 5200MHz, Storage: 512GB NVMe SSD', 'Display: 13.4"" FHD Touch (1920 x 1080)', 'Features: Backlit Keyboard, Finger Print']",Intel,Core i7-1250U,13.4 Inch,16GB,LPDDR5,512GB
"ASUS ROG Strix G15 G713RM Ryzen 7 6800H RTX 3060 6GB Graphics 17.3"" FHD WV Gaming Laptop",To be announced,Out Of Stock,Asus,"['MPN: KH157W-G713RM', 'Model: ROG Strix G15 G713RM', 'Processor: AMD Ryzen 7 6800H (16M Cache, 3.2 GHz up to 4.7 GHz)', 'RAM: 16GB DDR5 4800MHz Storage: 512GB SSD', 'Graphics: NVIDIA RTX 3060 6GB GDDR6', 'Features: Backlit Keyboard, Type-C']",AMD,Ryzen 7 6800H,17.3-inch,16GB,DDR5,512GB
GIGABYTE AERO 5 KE4 Core i7 12th Gen RTX 3060 6GB Graphics 15.6'' 4K UHD OLED Gaming Laptop,To be announced,Out Of Stock,GIGABYTE,"['Model: AERO 5 KE4', 'Processor: Intel Core i7-12700H (24M Cache, 3.50 GHz up to 4.70 GHz)', 'RAM: 16GB (8GBx2) 3200MHz, Storage: 1TB SSD', 'Graphics: RTX 3060 6GB GDDR6', 'Features: 4K OLED Display, Backlit Keyboard, Thunderbolt 4']",Intel,Core i7-12700H,15.6 Inch,16GB (8GBx2),DDR4,1TB
"Microsoft Surface Laptop 5 Core i7 12th Gen 16GB RAM 15"" QHD Multi-Touch Laptop (RIQ-00001)",To be announced,Out Of Stock,Microsoft,"['MPN: RIQ-00001', 'Model: Surface Laptop 5', 'Processor: Intel Core i7-1265U (12M Cache, up to 4.80 GHz)', 'RAM: 16GB LPDDR5X, Storage: 512GB SSD', 'Display: 15"" PixelSense Multi-Touch', 'Features: Ambient light sensor, Type-C']",Intel,Core i7 1265U,15 Inch,16GB,LPDDR5X,512GB
